Country code,Country name,Series code,Series name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
HTI,Haiti,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.139477074481426,0.137130664202939,0.122515233640415,0.0876420146939983,0.0389263517370924,0.119633226951106,0.136053186897302,0.173782893402925,0.147695706892867,0.15668804069234,0.158210792804612,0.178513229915021,0.204377671720954,0.191120081882901,0.215737866065232,0.222045985230755,0.223599070632598,0.249594601753269,0.250082680007214,,
HUN,Hungary,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.07208394688716,6.11520166965508,5.66246244578127,5.80487610839736,5.61393716062148,5.81417973630465,6.0809412991922,6.00625519533285,5.9273803227368,5.89619634814257,5.60735487349832,5.59719505405408,5.51569270120473,5.82546631874736,5.6703982509009,5.73803460173995,5.68216657713896,5.55386156021711,5.44304410317878,,
IDN,Indonesia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.811332920113852,0.958810056771927,1.06332205884654,1.12957054147159,1.12685231374877,1.12808792165594,1.25232077089787,1.35889146768941,1.01141020080578,1.12812808305687,1.20958613304013,1.33700862537844,1.38570801282302,1.40590858059892,1.48585915340102,1.47957269404618,1.47066895825503,1.58571398237713,1.72814037338161,,
IND,India,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.812907098756349,0.851501665262599,0.887647929761526,0.905450271257793,0.944560944286156,0.9869838797228,1.05635283396467,1.08132320275947,1.09135706685601,1.14551720290261,1.16806411706399,1.16597974007201,1.16988703463097,1.2043547530858,1.24716986899132,1.28919196260128,1.35551418045856,1.4335012506024,1.52872925967118,,
IRL,Ireland,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),8.67641194591819,9.39085656749015,8.80613141359781,8.78030028344512,9.1554331083541,9.11455783172492,9.62439938309448,9.94854512759477,10.2729841064283,10.6793423113861,10.7615023649378,11.3237354713607,11.0524422124713,10.6830117995126,10.6164979060316,10.3876974379759,10.1195934785502,10.1931926394978,9.85255767301906,,
IRN,"Iran, Islamic Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),4.14038462102726,4.1687023426945,4.33645302868201,3.96405105214589,5.04593483731264,4.76794388028846,4.71335179874482,4.69072164915174,5.00809265742219,4.92656284491127,5.19175794786224,5.38479857956035,5.58243114225926,6.05799605784135,6.42255594203229,6.58042694798674,6.97556253863055,7.08816636233151,7.44790273292347,,
IRQ,Iraq,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.88858031090931,2.53502740065833,3.20649542702282,3.37809959732742,3.69102218255862,3.72658055732034,3.22574121540767,3.07606231722603,3.16202556075524,3.06417997390377,2.97961352188291,3.42220788766663,3.41154479490475,3.47321490159291,3.67847985464296,3.53380629799839,3.54707003445424,3.43070029149127,3.41094043685958,,
ISL,Iceland,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),8.13129905808477,7.84567441860465,7.24692454998085,7.54807050796058,7.55457142857143,7.23822014925373,8.18963333333333,7.73844852941176,7.6685802919708,7.45292972972973,7.69939501779359,7.3726,7.53772222222222,7.48545701348089,7.64601779001212,7.42707947185021,7.35133418043202,7.50899006951978,7.02406321082246,,
ISR,Israel,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),7.19629077253219,6.93388280460699,8.10061272691782,8.58165823987835,8.72771809594369,9.78087105500451,9.55726370344343,10.8640215901302,10.5139909562887,10.1478612244898,9.96836253776435,10.2111057617642,9.61122374429224,9.73470454579428,9.28194228227346,8.54403962424785,9.32541021024427,5.12759989415189,5.15320668235552,,
ITA,Italy,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),7.47869130273806,7.64596730190024,7.62283339187449,7.43726851155364,7.2506993358214,7.69838998629633,7.53207015834605,7.59841371116009,7.76217035561698,7.6775560749839,7.83437267992541,7.84572620202981,7.8604783807521,8.13040683347612,8.0874661239392,8.04340406145677,7.94463279598641,7.73682282203292,7.43945486257487,,
JAM,Jamaica,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.33252050209205,3.39717388222049,3.34155603788772,3.44763763961069,3.50898812611212,3.91245241935484,4.06304307848954,4.19508480751113,3.80500113632905,3.79621465106891,3.98508674741544,4.07978057114779,3.9352900833576,4.08359980195757,4.0616254122285,3.82140582553577,4.53848221996921,5.19256409298154,4.54144685918428,,
JOR,Jordan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.28179148264984,2.76395599435825,3.2858598982052,3.09813488674559,3.35741048713152,3.23168033373063,3.28034112939865,3.23351681256482,3.16337973637273,3.11269971156928,3.23246336633663,3.25425277071683,3.35183306867805,3.38295662277304,3.63719262759924,3.88553598817333,3.74448582264764,3.79653020134228,3.69488111283912,,
JPN,Japan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),8.86136010264131,8.88145441047119,9.04507381529272,8.90243340078371,9.39628950632597,9.43956000924752,9.5878924308808,9.53104167624969,9.17005277272368,9.45819624950651,9.61293341215417,9.45557013425194,9.5473493507003,9.68729648914014,9.85949158193815,9.69053101202915,9.64158997620464,9.79244258955982,9.46064684406225,,
KAZ,Kazakhstan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,15.8954462078127,13.5394830925201,12.3942840208194,10.5421784740753,9.03150237635222,8.45071661174536,8.29809200016851,7.80345209460659,8.58455332054165,9.95457734665425,10.2258795171771,10.3169753824849,11.4672949761353,11.7008717683184,12.5503264451432,14.6860534279089,15.1176611661134,,
KEN,Kenya,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.248353821016492,0.199687229116306,0.221258844524451,0.245588095782335,0.246091799285866,0.275435612993934,0.330908816552677,0.285558155909287,0.337972805467058,0.333931014858634,0.333334826489829,0.292091615879768,0.241995381176258,0.199809313929789,0.219689191824743,0.240419680975565,0.262022129256198,0.262269240543333,0.270242232186892,,
KGZ,Kyrgyz Republic,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,2.38927716673999,1.82825335681268,1.33514339207048,0.974692259090612,1.20002319089543,1.16024656084656,1.21392453616844,0.937743699379188,0.921356783919598,0.763033220311617,0.970875190258752,1.04727761679832,1.10093480956063,1.00809526586954,0.995834055584445,1.23428860701459,1.17626916008261,,
KHM,Cambodia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0473189684185613,0.0468211814362581,0.0467099200402126,0.0452319185474397,0.0496267331757881,0.128698541788859,0.142086410356076,0.162544506365809,0.186315630869285,0.179684114101502,0.181185365184673,0.208943656250622,0.222671122383093,0.240165074613962,0.26514539492727,0.278643786663656,0.301425863080802,0.324856141509015,0.332938112274323,,
KIR,Kiribati,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.306242605609298,0.300725776690404,0.296271359896584,0.2924747763436,0.288785635533155,0.284822908036454,0.467544720837424,0.368020272728413,0.407017327495838,0.355484465125297,0.39284608975122,0.300046756282875,0.294548291966447,0.28914346219699,0.283955397243302,0.279047267034831,0.313639959800714,0.347242826930968,0.303899225127419,,
KNA,St. Kitts and Nevis,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.57063652587745,1.75454545454545,1.76361072228295,2.0381931796526,2.13688026964542,2.32541463414634,2.51225838023,2.52027491408935,2.55858460004984,2.42962612399432,2.31847536467507,3.97627464162564,4.2393063583815,4.71034039820167,4.68355890653647,4.77270046570272,4.71156973359298,4.94214646714894,4.87957418496341,,
KOR,"Korea, Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),5.68744694301243,6.20393209762411,6.56319345899274,7.19732817323407,7.65645974399928,8.22259266404985,8.80901601317957,9.20867534926231,7.86051677576857,8.47342327906128,9.19971730343771,9.29569052093671,9.77666460879425,9.7321577759669,10.0392703012136,9.61648620632349,9.74844810236661,10.2816153623906,10.4752460345218,,
KWT,Kuwait,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),21.7576336874254,5.20889914544728,,,,30.9166625202483,29.2820351079773,29.4026293593327,28.9668576107066,28.7066686337676,30.4577835990161,27.440622654992,25.4746281795097,28.988939648841,31.7563203219022,34.1058045577457,30.5983467159074,29.8235555094374,30.1147589166485,,
LAC,Latin America & Caribbean,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.25907106072682,2.25221451612589,2.26086395954925,2.29551746348971,2.36091509907406,2.37397743916974,2.42622561587972,2.50408821199481,2.56455969041109,2.57796532994145,2.515336700262,2.54565378316918,2.52579979623193,2.52709831346258,2.52623992410877,2.57665948331829,2.60536158080461,2.6915315973072,2.78135096399118,,
LAO,Lao PDR,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0559792043438458,0.0586740680483115,0.0628453266043833,0.0611540027946887,0.0642785851417524,0.0657673897919381,0.109084426115942,0.143271426566646,0.174726632030456,0.172782191644385,0.199313718483523,0.221691349387825,0.240833045281715,0.243063990363359,0.246534928635773,0.247936459876096,0.259885181591531,0.259041185153215,0.254534331694731,,
LBN,Lebanon,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.08571204719079,3.13857850188744,3.62742858420492,3.58711200292695,3.78699488334095,3.93281555102637,3.89895078941561,4.34961541134446,4.4396390838959,4.49874269417103,4.10272025789288,4.26204402268478,4.14616554616462,4.63008227074054,4.2108604661982,4.32809555771613,3.66748595531326,3.74959031379931,4.10356846731935,,
LBR,Liberia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.227560742382344,0.136765876668476,0.141026171526435,0.158917280732555,0.156392744428463,0.159313679854444,0.156410106320466,0.150687287625434,0.152981992140379,0.150144800943429,0.153259063881796,0.170918138220853,0.167678654990084,0.175055277321615,0.202752527628583,0.232749386574681,0.229068677539851,0.195098235734127,0.166387496378258,,
LBY,Libya,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),9.30189096263224,9.60891769008014,8.99599952993035,9.27150439837612,8.93141140823356,9.60022630323838,8.60443193187275,9.81579579873143,9.54787092760838,9.19906106431928,9.51100333021804,9.58000311743209,8.76348202056827,8.87323332603028,8.9015356468665,9.02877458811181,9.12497671257188,8.99907854040135,9.48529648986441,,
LCA,St. Lucia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.23053691275168,1.26727205882353,1.49726943296075,1.62502501643937,1.85034585707378,2.14316164387329,2.24415552624063,2.08260393142063,2.0271401495209,2.07561986428372,2.11563117003,2.29917604514335,2.05088196665682,2.23736770016187,2.18980632133667,2.22524288340989,2.19794051714837,2.28727322410864,2.32682367474563,,
LIC,Low income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.651662226680721,0.647484683912054,0.646449889189041,0.639954419610825,0.613028681854406,0.606057835214105,0.600088494741683,0.549339433086992,0.262784441929646,0.274070208347653,0.278128464380454,0.276120661564619,0.266819550890641,0.267982655818443,0.279984912424936,0.28581952210679,0.297389915123965,0.280293507476383,0.286804777781425,,
LKA,Sri Lanka,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.217646222125012,0.23160616971024,0.285035299152198,0.273506740964778,0.29899992924158,0.318029986344111,0.379084300204857,0.407328213406184,0.419394876147313,0.458717116664007,0.542075831722066,0.541470750606417,0.575325534062336,0.550338146603384,0.61015055936064,0.586755896524517,0.585270313581799,0.607420215270427,0.574575143577408,,
LMC,Lower middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.13089153675393,1.19312592482963,1.27721907831291,1.23306008929971,1.18709543064725,1.20240925451551,1.2333328166653,1.22296919265147,1.19471834659743,1.23453057564463,1.273541385708,1.2862673530779,1.2996494530432,1.34987530722844,1.39199666937374,1.41037477941333,1.4244887807908,1.49801583152623,1.56550021275414,,
LMY,Low & middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.22211423601548,2.271417268881,2.32244668661517,2.28257641271,2.23542522423447,2.27116414372921,2.29713321639927,2.25772821814651,2.15310290312118,2.14674596787506,2.17617022067798,2.19040289843917,2.22150280670241,2.42146168369599,2.59411826539478,2.69912843093819,2.83122715240336,2.93748495376028,3.01789944764108,,
LTU,Lithuania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,5.98712081081081,4.7502734184089,4.74564734827775,4.46158397577092,4.36378085991678,4.28465391061452,4.55615724331927,3.87781874822996,3.48620760009327,3.71093289502863,3.80857146151562,3.73897148547929,3.87877311356328,4.10057393834878,4.21143802654149,4.48432731428734,4.50551633877935,,
LUX,Luxembourg,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),25.9095613460783,27.4693359173127,30.0989940715242,27.2251512673753,25.3643457219085,20.4337938207403,20.3700090530509,18.8748432471093,17.3204662114434,17.854769731111,18.877107494843,19.4344148122983,21.122182999944,21.9631888935633,24.1587574629717,24.3516461073442,23.9352716778416,22.5905773625865,21.4924547221938,,
LVA,Latvia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,5.33888449848024,4.66670417633411,4.42256318681319,3.83175984095427,3.83334725010036,3.44398653061224,3.31551576763485,2.82159539748954,2.60183853288364,2.90530860534125,2.84514029084688,3.04828752071738,3.08381892400573,3.11944428022979,3.31768466765853,3.4831747287026,3.34968011035729,,
MAC,"Macao SAR, China",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.87480713576808,2.9574741605389,2.87237950069598,3.08444857512987,3.27489244869943,3.12005993584756,3.49662556075967,3.64871183554312,3.75102471043396,3.61262055376957,3.78700386924678,3.83137428594142,3.39391997721771,3.34411347332498,3.67380941745528,3.81637965059515,3.30817792392355,3.08176243650004,2.57450965642678,,
MAR,Morocco,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.95000364188764,0.989618253874889,1.01400186029472,1.08081091714758,1.1175089731409,1.12793687752055,1.14169055072555,1.14991406834119,1.14086598702603,1.16554860296999,1.177536349162,1.29475199528281,1.29877889644,1.26169574417685,1.3493058275884,1.40900761843237,1.43289944096303,1.49240301866432,1.52948485499699,,
MDA,Moldova,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,5.65423914801833,4.21828717948718,3.27290173253925,3.04527415451937,3.14135922097156,1.93988559030838,1.71666113205564,1.2347346407279,0.965215293599166,1.02291392442709,1.10018329814668,1.1875299104396,1.26373401954642,1.36166819927336,1.39295109217073,1.31019060058643,1.337336387957,,
MDG,Madagascar,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0874440024378082,0.0924582284846771,0.0872750804110391,0.0867472229909581,0.103428731838339,0.09998958811512659,0.104212501543669,0.121694224422183,0.120448301365578,0.129274292561219,0.121960676041143,0.109919204423058,0.0756338466419666,0.10428943905061,0.111544285306649,0.0953347951497395,0.0921383284301675,0.095054100834909,0.0977427318402548,,
MDV,Maldives,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.701741436343257,0.763589400511278,1.09176461450836,0.910553605548681,0.904479231755846,1.10579706648654,1.25621751456922,1.41581918286345,1.26464089863454,1.73383842144453,1.8252060489833,2.07248974948792,2.44236287756938,2.08508537840336,2.58338831841863,2.29777469177618,2.90255127430123,2.95980088225895,2.99194167056743,,
MEX,Mexico,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.86214036950511,3.91726855559541,3.91472559178737,3.83170061738395,3.99623948621947,3.74084852506128,3.78099023728016,3.78866764712924,3.83670186242577,3.86559759359334,3.83176643354514,3.88440298206023,3.80751609067208,3.86966577313406,3.85743585319258,4.06320809097673,4.09563146688413,4.1188163754923,4.30123665474621,,
MHL,Marshall Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.00809930637794,1.05919247353979,1.11416070813668,1.24578337330136,1.30536932660931,1.29403230865747,1.28443830391718,1.27678588699538,1.34167148083959,1.26739631336406,1.47678588551155,1.5475245055725,1.61988629816003,1.62219187567318,1.69350369458128,1.62078905394239,1.75588967630722,1.88635281117229,1.87233358547655,,
MIC,Middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.43021989790098,2.48936846209122,2.5501620904508,2.50788431077657,2.46011046798946,2.50404271802277,2.53679329545695,2.50131949973699,2.42521149405265,2.4189746413233,2.45477155794709,2.47419301349702,2.51424395348951,2.74727589756428,2.9478012280255,3.07166996058443,3.22618467720481,3.35565236740321,3.45178510257096,,
MKD,"Macedonia, FYR",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),,,5.57178721633282,5.31847518673403,5.35821910727099,5.52062150748364,5.95035481479342,5.36274945864687,6.336807695628,5.8582489913441,6.00491963778644,5.95137780092506,5.40732696915077,5.57694153176393,5.50490374262373,5.51819799627989,5.33961776543482,5.53114962386263,5.75636338478868,,
MLI,Mali,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0486234772626541,0.0492444615173153,0.0488865403936709,0.0488248630254218,0.0483093727033569,0.0477760213995405,0.0483228906919648,0.0505605930498071,0.0484920211616075,0.0491397004026992,0.048047847056003,0.0469409348856398,0.0461358284743057,0.0435415566783607,0.0442144008297981,0.0431358004565958,0.0418151644444601,0.0413233609014502,0.0410826010253119,,
MLT,Malta,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.05055,6.0579290583588,6.16193307176149,7.21156934940591,7.10881741706167,7.13027777777778,7.80685,8.46378067885117,5.57193506493506,6.04865979381443,5.29364358974359,6.32582411431247,5.80653788554154,6.47688054151969,6.41524866174228,6.68317167570084,6.33411251747013,6.66075296418531,6.21329287534895,,
MMR,Myanmar,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.108884814582265,0.104887396177503,0.120917757804263,0.130357288420916,0.150288841924653,0.165189593128212,0.16981006689428,0.172978915875324,0.183798332773866,0.198444796575529,0.197715094602344,0.162136698598089,0.179212231577723,0.209651756758157,0.248975781506538,0.31396712370903,0.279557414076577,0.27809775746035,0.27038609160595,,
MNA,Middle East & North Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.51264956476569,2.58610268179761,2.69653749619521,2.65133264443558,2.91047506336005,2.9234844200771,2.87821316774707,2.86810473083411,3.07997513399979,2.99849872717694,3.08138298250049,3.08924877925028,3.10551054303924,3.37135048275696,3.45212861624859,3.56431874220461,3.67771034614095,3.73880674805343,3.84418980507955,,
MNG,Mongolia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),4.58092141900333,5.48287130878535,4.91948970207309,4.10093006627229,3.47892036689871,3.43622586921558,3.45826017290159,3.28770541494821,3.25660158139672,3.16218349992591,3.11289935302312,3.23844790440806,3.37044142126431,3.23292747357633,3.40090405025011,3.45777848963173,3.65402572535653,4.02397553218526,4.08425986532577,,
MOZ,Mozambique,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0738972011377215,0.0740411592003185,0.0699175390257705,0.072576759102742,0.0694878009700714,0.0697338530282076,0.0634518241238763,0.0667621454497688,0.0655142449886303,0.066988528186075,0.0741432616494702,0.084556097567761,0.0826983991319593,0.0972486245505998,0.0949066858530653,0.0877466470531338,0.0930057049586134,0.118022810717698,0.103608443148897,,
MRT,Mauritania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.33592827634314,1.34128701127944,1.3971412845952,1.36733138035615,1.4019968112408,1.30229885609102,1.27227127707855,1.23676018626406,0.445274666615371,0.466989856064144,0.452348941989441,0.471792960288079,0.504152541858415,0.503862070927754,0.544262387983779,0.54392798225547,0.534240863857961,0.607234102952309,0.606482838652195,,
MUS,Mauritius,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.38423178807947,1.42670664822054,1.58077890841813,1.61789243391067,1.4595516621743,1.63020320600255,1.72032705582736,1.74043616387584,1.89287594760867,2.09985560727903,2.33267165063153,2.47241434775615,2.46346129056781,2.57299451836792,2.58958428261712,2.74305390777259,3.01440477834167,3.08324317121073,3.11543014405125,,
MWI,Malawi,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0652804658661458,0.0688732196847646,0.0677970915935668,0.0712908959617841,0.0735489089212993,0.0738345803801343,0.0706410389445321,0.0735594345450801,0.0780922006646405,0.0913202527131506,0.0806633432946624,0.0785603716848592,0.0746843050959926,0.0788053795220975,0.0782039693752659,0.0714949331207501,0.0722543560679692,0.0701590739373117,0.087714037009198,,
MYS,Malaysia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.10803296822671,3.66645625503066,3.92094547374213,4.65567466410656,4.65274951119614,5.84591099479219,5.90079202330746,5.73059792624924,5.11533112318147,4.71995379683604,5.40694712928417,5.70494150522973,5.5120199721619,6.39525372199981,6.56652209321969,7.02849226564613,6.74855334255588,7.20558803025765,7.57280213866566,,
NAM,Namibia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.00518366164132793,0.0100109131784649,0.00969769735885182,0.0117678772572213,0.0182908162470033,1.05478722888881,1.12102764590896,1.0863653280605,1.10666328632476,0.956849523023348,0.93036750483559,1.0775274104149,1.12235685676758,1.17586944853018,1.22213054221546,1.27819116892658,1.34657539483814,1.38596302705347,1.80315139550504,,
NCL,New Caledonia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),9.66952976190476,10.3939549254368,10.0221990641094,9.74795283334345,9.21106927735423,8.968,8.95343654822335,9.05648778795379,8.8008,9.72776678424962,10.7827650893401,9.75283907897885,10.9601065510858,12.1835337896206,11.0933810873307,11.9525241794763,11.6564524719134,11.76949669967,12.7680954986725,,
NER,Niger,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.106880821468586,0.102211690618902,0.0945482506468778,0.102590859845414,0.098374921139078,0.100278855922624,0.106923215548135,0.102897281349174,0.105483097469303,0.100468429788953,0.0728537198849962,0.0671259289994264,0.069542229908949,0.0726239160834313,0.070142971057895,0.0634971806736154,0.0607527946593118,0.0625818982275635,0.0588749887802822,,
NGA,Nigeria,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.465140965710236,0.452533869295639,0.633354890639467,0.572390171006608,0.434227708551044,0.317386474795075,0.358923361891094,0.348666331536705,0.340581784374896,0.370815560895906,0.640168713776352,0.657835861871036,0.755783744875424,0.699933605675639,0.711492337673708,0.744108894838301,0.643405418258328,0.60295903660771,0.63555508608361,,
NIC,Nicaragua,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.641600884489093,0.490187657495208,0.575929107250704,0.519815213009307,0.563494394155653,0.612084001863258,0.618247328848102,0.649827070516305,0.696537134615909,0.726097907194183,0.722746143645747,0.744990079894962,0.730628669255309,0.77801875130832,0.772286544540976,0.732813749000799,0.771644883150661,0.810692038002363,0.768462040355406,,
NIU,Niue,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.571795970852979,1.5999127399650959,1.6225663716814158,1.6421854008060903,1.6637931034482758,1.691420664206642,1.7272727272727273,1.7723537941034315,1.823470909995027,1.8776241679467485,1.93,1.9800215982721383,2.027086788280818,2.074095022624434,2.1221064814814814,2.17497034400949,2.2318928788800974,2.294743429286608,2.358199356913183,,
NLD,Netherlands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),10.9769653558052,11.4601658261447,11.0761375016471,11.2670914065096,11.2309695261071,11.4042276843467,12.0098562866533,11.4229857756135,11.1708247547458,10.3149310977539,10.3835502818653,10.424529202589,10.6733807548476,10.7881244983915,10.8651157837236,10.5532709578288,10.2067866826468,10.5297815317779,10.5651279342739,,
NOR,Norway,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),7.38673771071555,7.51435131520285,6.92353280141844,7.26256493506493,6.74445233593137,7.56865435779816,7.57338872403561,7.75015008741854,7.80561326714801,9.19792130044843,8.64125161433979,9.10534057168181,8.2479217717056,9.33769155865849,9.29145932738229,9.16335376682973,9.49583569082346,9.5398083264655,10.4844774099809,,
NPL,Nepal,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.033247150158922,0.049132947090058,0.0664139043205827,0.0713894927106841,0.0806023979130418,0.0942439019782104,0.112306904792277,0.1226546361177,0.0968193311679538,0.13513434333785,0.132549740772832,0.138282167977626,0.106010963763311,0.112912640335869,0.103622949055642,0.118550711835245,0.11949446829945,0.120579774932105,0.122548975176159,,
NRU,Nauru,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),14.416511958064868,14.112892880051316,14.216156747694887,13.960181088589362,13.756362161614113,13.976529588766299,13.888767068673378,13.854245376814477,13.857000795544948,13.505773442166037,13.512498755104074,13.870794346008362,13.85562294918962,14.19483870967742,14.168119675054488,14.140102827763496,14.113589262804698,14.084400236360056,14.048428290766209,,
NZL,New Zealand,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.96708729698376,6.99805155789534,7.41041962794122,7.14162672862662,7.30340874561476,7.32421707410029,7.95892282958199,8.21472391177871,7.87900366972477,8.22878203958176,8.47598086992586,8.8138407421724,8.51995897176143,8.37167212951927,8.2069029969419,8.07220784247321,8.01822157434402,7.78965399806069,7.75250650050364,,
OMN,Oman,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),5.54156114247171,5.62374206617012,5.95528698021096,6.37309725853815,6.99590171257558,7.13843481548984,6.7406834814254,6.88107845287096,7.36488878106594,9.21376357773177,9.7417919999576,8.96971969194062,11.092366321388,13.9947631965691,13.2705677414798,14.2634317207997,15.6257763127253,15.763655679964,17.3493113100184,,
PAK,Pakistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.613042717928494,0.593570578897112,0.616810127163219,0.644535617495889,0.683519739321895,0.663417303907954,0.722420056598076,0.705453088590069,0.708689289961233,0.710628382686245,0.7365605345925,0.733832874167834,0.758500957021737,0.776382542250012,0.844473086518518,0.861266905565399,0.903051967403011,0.978331405117106,0.974531966715356,,
PAN,Panama,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.29775705050569,1.37545046131862,1.59507236958142,1.60683620321971,1.82308228706895,1.2972525202415,1.78670667569152,2.13792161961634,2.09190877002444,1.95513574807321,1.95870981142211,2.32608231664307,1.90093293751994,1.9686763833099,1.82199355179136,1.8627600537439,2.07136593614427,1.98525430562756,2.02915643007004,,
PER,Peru,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.976207829208933,0.922963385199347,0.904015935601371,1.02509231650124,0.99256220688625,1.00235059457141,1.00473745550839,1.11106995009923,1.10876471183058,1.1522622319135,1.17148273055249,1.03571954448852,1.02287069628596,0.980088527631281,1.1708217958623,1.35775542078821,1.26841750241967,1.54485910320919,1.42411329268549,,
PHL,Philippines,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.722586572859241,0.725770915413139,0.778268545594229,0.775084272684413,0.831131130822121,0.911198487869232,0.92674928621718,1.06870223906428,1.02173627478392,0.964997615224198,1.02330738346603,0.977208612353095,0.94328233405121,0.926486417780934,0.941163792266405,0.947630097981766,0.776324297612587,0.886382525973764,0.922187692722996,,
PLW,Palau,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),15.5535820796607,15.1695430159654,7.15219579715616,6.73049862343224,6.54665555820043,6.58844325953402,6.63185260540296,6.47522348526653,6.33538494762985,6.2165713074804,6.12059253077405,9.45005669518606,9.3674960404639,9.68037364199411,9.62904610412564,9.76343815934894,10.2619559242417,10.5719256387315,10.5144354360293,,
PNG,Papua New Guinea,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.515080860504506,0.484454552430262,0.470040502973919,0.445282646559935,0.474786762509022,0.432361661262991,0.446946335989496,0.514215936575919,0.556068362370799,0.470221503045476,0.499720942719078,0.585408472387673,0.620674826226257,0.683728101307093,0.753357817198164,0.756809725045144,0.735758655520747,0.486731327936573,0.321948193294273,,
